user_id,income,total_spending,savings_investment,spending_behavior_class,is_budget_tracker_user,spending_food,spending_transport,spending_bills,spending_entertainment,spending_shopping,spending_education,spending_other
2543,12000000,11894000,106000,high_spender,0,1727000,2216000,1952000,2281000,251000,864000,2603000
2544,23000000,16137000,6863000,high_spender,0,1540000,3201000,2739000,3034000,652000,1292000,3679000
2545,28000000,14404000,13596000,balanced,0,3249000,1489000,897000,1436000,2011000,1923000,3399000
2546,36000000,30909000,5091000,high_spender,1,7743000,3372000,4495000,574000,4271000,6255000,4199000
2547,20000000,16732000,3268000,high_spender,0,1304000,4762000,574000,3738000,1718000,892000,3744000
2548,10000000,6734000,3266000,balanced,1,726000,341000,976000,1007000,1841000,1693000,150000
2549,18000000,11256000,6744000,balanced,0,3669000,104000,1912000,359000,3284000,383000,1545000
2550,37000000,32318000,4682000,high_spender,0,2549000,237000,2827000,6146000,6574000,7395000,6590000
2551,36000000,12829000,23171000,savings_oriented,0,1448000,1046000,2338000,1568000,4016000,1582000,831000
2552,26000000,8093000,17907000,savings_oriented,1,2113000,2393000,235000,6000,2413000,615000,318000
2553,29000000,19687000,9313000,balanced,0,477000,5312000,3900000,4344000,559000,575000,4520000
2554,19000000,13865000,5135000,high_spender,1,133000,1867000,2871000,119000,1427000,2454000,4994000
2555,30000000,11205000,18795000,savings_oriented,1,1728000,2862000,3258000,627000,770000,827000,1133000
2556,22000000,20301000,1699000,high_spender,1,1783000,4494000,827000,2551000,3694000,3456000,3496000
2557,43000000,39753000,3247000,high_spender,1,10716000,1523000,3526000,9668000,9023000,3824000,1473000
2558,12000000,11256000,744000,high_spender,0,1209000,1258000,99000,150000,58000,3247000,5235000
2559,39000000,33642000,5358000,high_spender,0,339000,3567000,2907000,10608000,4823000,4119000,7279000
2560,14000000,7933000,6067000,balanced,0,1617000,1602000,669000,712000,310000,1646000,1377000
2561,8000000,4879000,3121000,balanced,0,623000,1043000,1253000,931000,699000,295000,35000
2562,47000000,31487000,15513000,balanced,0,4128000,4904000,2313000,3777000,4167000,4972000,7226000
2563,19000000,16603000,2397000,high_spender,0,2743000,2577000,750000,2842000,2798000,2619000,2274000
2564,29000000,15884000,13116000,balanced,0,4661000,3491000,5069000,645000,314000,175000,1529000
2565,39000000,15428000,23572000,savings_oriented,0,5299000,2073000,741000,3319000,1197000,2456000,343000
2566,8000000,2402000,5598000,savings_oriented,1,477000,498000,41000,59000,291000,763000,273000
2567,25000000,20103000,4897000,high_spender,1,2583000,447000,4429000,207000,2823000,5055000,4559000
2568,24000000,21837000,2163000,high_spender,1,5214000,3828000,1741000,2330000,2519000,1643000,4562000
2569,22000000,20488000,1512000,high_spender,1,2958000,757000,3793000,3948000,1873000,4746000,2413000
2570,34000000,19832000,14168000,balanced,1,1948000,5073000,4033000,829000,2351000,2104000,3494000
2571,23000000,11709000,11291000,balanced,1,626000,2674000,2486000,231000,2727000,775000,2190000
2572,24000000,7366000,16634000,savings_oriented,0,1331000,567000,992000,1652000,441000,1569000,814000
2573,29000000,19347000,9653000,balanced,1,1014000,3141000,2879000,2359000,3932000,2198000,3824000
2574,18000000,9771000,8229000,balanced,1,2095000,695000,1927000,2015000,78000,1171000,1790000
2575,38000000,18210000,19790000,savings_oriented,0,2158000,1147000,3093000,876000,3681000,3759000,3496000
2576,16000000,4821000,11179000,savings_oriented,1,337000,347000,964000,887000,896000,715000,675000
2577,33000000,27323000,5677000,high_spender,1,5085000,244000,6376000,221000,4476000,7796000,3125000
2578,17000000,15161000,1839000,high_spender,0,996000,1154000,3764000,1199000,4073000,1138000,2837000
2579,30000000,24931000,5069000,high_spender,1,722000,6026000,141000,3642000,9787000,2861000,1752000
2580,26000000,22410000,3590000,high_spender,1,4170000,294000,4296000,1178000,5371000,3460000,3641000
2581,34000000,30855000,3145000,high_spender,0,6800000,4459000,2094000,7045000,5004000,3583000,1870000
2582,16000000,5862000,10138000,savings_oriented,0,982000,1641000,1293000,868000,192000,98000,788000
2583,20000000,10007000,9993000,balanced,0,1255000,2335000,2000,1974000,1926000,2289000,226000
2584,15000000,10312000,4688000,balanced,0,1543000,1985000,776000,2154000,1751000,865000,1238000
2585,26000000,18591000,7409000,high_spender,0,5039000,26000,1345000,4168000,117000,5581000,2315000
2586,22000000,10308000,11692000,savings_oriented,1,1959000,2721000,2130000,1389000,1609000,207000,293000
2587,34000000,31615000,2385000,high_spender,0,3243000,2784000,6652000,5498000,7176000,4962000,1300000
2588,17000000,14255000,2745000,high_spender,0,1080000,4662000,561000,2376000,1074000,794000,3708000
2589,17000000,9559000,7441000,balanced,0,3770000,270000,1087000,397000,674000,3220000,141000
2590,10000000,8525000,1475000,high_spender,0,1422000,956000,624000,1892000,1844000,1365000,422000
2591,46000000,30259000,15741000,balanced,0,3753000,5129000,6129000,4710000,3146000,3506000,3886000
2592,14000000,11704000,2296000,high_spender,0,3139000,1242000,1311000,631000,3303000,1602000,476000
2593,5000000,4129000,871000,high_spender,0,532000,790000,944000,851000,418000,46000,548000
2594,48000000,14424000,33576000,savings_oriented,1,3485000,364000,1373000,3251000,2477000,2873000,601000
2595,50000000,32584000,17416000,balanced,1,7264000,4378000,7843000,9154000,1758000,1735000,452000
2596,14000000,6845000,7155000,savings_oriented,0,1491000,657000,813000,786000,279000,891000,1928000
2597,22000000,10274000,11726000,savings_oriented,1,1338000,1684000,662000,1485000,2244000,2495000,366000
2598,21000000,7291000,13709000,savings_oriented,0,1193000,521000,846000,733000,1256000,1936000,806000
2599,36000000,30861000,5139000,high_spender,1,7873000,3073000,3123000,3913000,6220000,1638000,5021000
2600,30000000,15370000,14630000,balanced,0,2017000,2568000,2212000,1958000,2245000,1822000,2548000
2601,11000000,9292000,1708000,high_spender,0,745000,972000,1303000,2126000,1130000,813000,2203000
2602,14000000,12611000,1389000,high_spender,1,593000,1900000,1479000,4581000,2374000,1621000,63000
2603,45000000,34382000,10618000,high_spender,1,2571000,5563000,8520000,4948000,9460000,1048000,2272000
2604,35000000,23327000,11673000,balanced,1,3921000,746000,6918000,2587000,7084000,1072000,999000
2605,28000000,14457000,13543000,balanced,1,95000,3007000,657000,4046000,889000,2414000,3349000
2606,10000000,6957000,3043000,balanced,0,1022000,1263000,1248000,973000,203000,1305000,943000
2607,5000000,4625000,375000,high_spender,1,1076000,1590000,606000,277000,498000,177000,401000
2608,33000000,27262000,5738000,high_spender,1,862000,3206000,8538000,4031000,5697000,2133000,2795000
2609,10000000,6694000,3306000,balanced,0,1282000,914000,288000,696000,1744000,1379000,391000
2610,5000000,2294000,2706000,savings_oriented,0,235000,507000,630000,423000,100000,103000,296000
2611,24000000,10878000,13122000,savings_oriented,0,2164000,3275000,280000,2439000,1409000,51000,1260000
2612,18000000,13398000,4602000,high_spender,0,2962000,50000,3760000,9000,3030000,3338000,249000
2613,24000000,16423000,7577000,balanced,0,1427000,2287000,2365000,4143000,641000,3217000,2343000
2614,18000000,7575000,10425000,savings_oriented,1,837000,1217000,894000,1697000,1545000,1155000,230000
2615,16000000,12967000,3033000,high_spender,0,1773000,1877000,2269000,950000,2702000,838000,2558000
2616,15000000,11691000,3309000,high_spender,1,1639000,2189000,2206000,1598000,1193000,2221000,645000
2617,17000000,7448000,9552000,savings_oriented,1,1450000,1422000,145000,164000,735000,1841000,1691000
2618,15000000,6427000,8573000,savings_oriented,0,610000,264000,1050000,1211000,1167000,933000,1192000
2619,15000000,14570000,430000,high_spender,0,3068000,993000,965000,1748000,2839000,1859000,3098000
2620,10000000,4288000,5712000,savings_oriented,0,1059000,834000,219000,73000,27000,524000,1552000
2621,46000000,25620000,20380000,balanced,0,5493000,1673000,2701000,5522000,3291000,4797000,2143000
2622,45000000,40301000,4699000,high_spender,1,5870000,5426000,6766000,1157000,6616000,3545000,10921000
2623,44000000,16056000,27944000,savings_oriented,0,2214000,1269000,3784000,3678000,2771000,862000,1478000
2624,43000000,30315000,12685000,high_spender,0,7475000,3373000,246000,11211000,1130000,4471000,2409000
2625,28000000,24801000,3199000,high_spender,1,3223000,5100000,1287000,3256000,5556000,1888000,4491000
2626,26000000,17350000,8650000,balanced,0,3505000,3389000,2083000,2581000,4315000,548000,929000
2627,44000000,26362000,17638000,balanced,1,3181000,5116000,2435000,1854000,2498000,5842000,5436000
2628,33000000,13371000,19629000,savings_oriented,0,1087000,765000,767000,2551000,3371000,1748000,3082000
2629,10000000,3892000,6108000,savings_oriented,1,1191000,249000,308000,232000,728000,89000,1095000
2630,39000000,23701000,15299000,balanced,1,4198000,5564000,1023000,2486000,5925000,3843000,662000
2631,42000000,14331000,27669000,savings_oriented,1,1233000,1430000,2696000,1429000,2802000,1626000,3115000
2632,50000000,31753000,18247000,balanced,1,3238000,4013000,1999000,5659000,7862000,6023000,2959000
2633,33000000,17289000,15711000,balanced,1,2715000,3746000,4043000,1880000,2078000,2110000,717000
2634,27000000,16440000,10560000,balanced,1,5606000,2024000,39000,1215000,3327000,1720000,2509000
2635,28000000,9965000,18035000,savings_oriented,0,1890000,277000,1531000,221000,1529000,2051000,2466000
2636,14000000,7295000,6705000,balanced,1,1416000,281000,112000,1972000,1207000,645000,1662000
2637,33000000,26389000,6611000,high_spender,0,1395000,7428000,2606000,2388000,5281000,7007000,284000
2638,25000000,16303000,8697000,balanced,1,3072000,130000,3838000,1860000,3394000,1496000,2513000
2639,46000000,38203000,7797000,high_spender,1,8746000,3527000,6877000,7184000,1575000,2480000,7814000
2640,40000000,35207000,4793000,high_spender,0,7862000,7020000,947000,7482000,3182000,6599000,2115000
2641,22000000,7281000,14719000,savings_oriented,1,242000,1320000,1517000,1506000,800000,1104000,792000
2642,31000000,22910000,8090000,high_spender,0,801000,5061000,3933000,2486000,767000,6435000,3427000
2643,35000000,30554000,4446000,high_spender,1,643000,1707000,3092000,6768000,7254000,6485000,4605000
2644,15000000,7791000,7209000,balanced,0,1259000,983000,1415000,1204000,503000,622000,1805000
2645,19000000,7525000,11475000,savings_oriented,0,1027000,2626000,533000,437000,1613000,10000,1279000
2646,13000000,5726000,7274000,savings_oriented,1,771000,1179000,1185000,283000,1086000,308000,914000
2647,26000000,19092000,6908000,high_spender,1,4540000,5220000,1277000,3309000,400000,3128000,1218000
2648,38000000,19412000,18588000,balanced,1,3535000,941000,4449000,3489000,678000,3106000,3214000
2649,23000000,13983000,9017000,balanced,0,1231000,2357000,3014000,207000,2636000,3679000,859000
2650,23000000,17311000,5689000,high_spender,0,3836000,2910000,3096000,2238000,2501000,558000,2172000
2651,43000000,33654000,9346000,high_spender,1,3989000,393000,5478000,6460000,5838000,7154000,4342000
2652,31000000,18965000,12035000,balanced,0,2239000,208000,4024000,1561000,3674000,3072000,4187000
2653,37000000,35226000,1774000,high_spender,0,4975000,5994000,4566000,2526000,7868000,1739000,7558000
2654,35000000,30676000,4324000,high_spender,1,7076000,1927000,6713000,6535000,784000,5117000,2524000
2655,23000000,22822000,178000,high_spender,1,6743000,255000,3428000,2762000,1262000,5622000,2750000
2656,34000000,14550000,19450000,savings_oriented,1,1661000,3740000,2973000,861000,2709000,463000,2143000
2657,10000000,7455000,2545000,high_spender,1,1771000,1508000,409000,1523000,41000,1371000,832000
2658,28000000,17628000,10372000,balanced,1,4825000,4168000,1065000,7000,1164000,3346000,3053000
2659,22000000,21756000,244000,high_spender,0,2608000,4229000,725000,4310000,4085000,1963000,3836000
2660,22000000,9666000,12334000,savings_oriented,1,715000,1649000,1018000,1964000,992000,1768000,1560000
2661,29000000,25692000,3308000,high_spender,1,5820000,3575000,5648000,4435000,2967000,783000,2464000
2662,14000000,8383000,5617000,balanced,1,2196000,1876000,40000,128000,1403000,1307000,1433000
2663,34000000,33326000,674000,high_spender,0,7717000,6874000,4101000,3607000,3295000,663000,7069000
2664,7000000,6541000,459000,high_spender,0,1198000,1845000,687000,224000,827000,622000,1138000
2665,18000000,10790000,7210000,balanced,1,299000,1564000,1655000,1055000,955000,2470000,2792000
2666,41000000,17625000,23375000,savings_oriented,0,2499000,4573000,3543000,813000,4743000,2000,1452000
2667,6000000,3196000,2804000,balanced,1,350000,745000,188000,83000,537000,484000,809000
2668,25000000,21073000,3927000,high_spender,0,3761000,3771000,6404000,1461000,431000,730000,4515000
2669,50000000,22555000,27445000,savings_oriented,0,2737000,4065000,4828000,3284000,789000,5479000,1373000
2670,10000000,8991000,1009000,high_spender,0,113000,1073000,1973000,709000,1963000,2053000,1107000
2671,35000000,32086000,2914000,high_spender,1,3391000,7229000,4244000,1922000,545000,6906000,7849000
2672,5000000,4175000,825000,high_spender,0,332000,74000,83000,1546000,149000,786000,1205000
2673,18000000,9611000,8389000,balanced,0,1729000,2323000,291000,1743000,414000,1229000,1882000
2674,46000000,19315000,26685000,savings_oriented,0,3260000,1872000,4702000,1673000,4152000,2932000,724000
2675,29000000,22859000,6141000,high_spender,0,5304000,1911000,3206000,446000,5423000,304000,6265000
2676,48000000,28603000,19397000,balanced,1,3791000,306000,9504000,5780000,6665000,2533000,24000
2677,9000000,5720000,3280000,balanced,1,776000,941000,1012000,598000,340000,941000,1112000
2678,36000000,34454000,1546000,high_spender,0,3973000,7154000,1429000,1405000,6620000,5609000,8264000
2679,26000000,12864000,13136000,savings_oriented,0,330000,2915000,2279000,1079000,1688000,2139000,2434000
2680,45000000,19433000,25567000,savings_oriented,0,3784000,2246000,1981000,2622000,3991000,3942000,867000
2681,21000000,8876000,12124000,savings_oriented,1,1769000,14000,2184000,707000,1706000,1890000,606000
2682,50000000,25034000,24966000,balanced,1,8648000,3512000,2417000,4829000,1749000,973000,2906000
2683,10000000,6989000,3011000,balanced,1,1591000,442000,1773000,944000,606000,264000,1369000
2684,46000000,37719000,8281000,high_spender,0,6833000,4119000,7991000,3986000,8161000,5957000,672000
2685,23000000,8525000,14475000,savings_oriented,1,472000,793000,2224000,314000,1738000,1865000,1119000
2686,31000000,22828000,8172000,high_spender,1,984000,2663000,440000,1972000,4437000,6099000,6233000
2687,6000000,5148000,852000,high_spender,0,426000,1046000,988000,493000,653000,669000,873000
2688,24000000,20609000,3391000,high_spender,1,3600000,2714000,4187000,1317000,3249000,2423000,3119000
2689,23000000,8258000,14742000,savings_oriented,1,1297000,1566000,1038000,2233000,347000,690000,1087000
2690,20000000,9416000,10584000,savings_oriented,1,1031000,2118000,845000,2267000,66000,1030000,2059000
2691,39000000,18844000,20156000,savings_oriented,0,3466000,1447000,5017000,2522000,4741000,627000,1024000
2692,20000000,6401000,13599000,savings_oriented,1,428000,719000,418000,674000,1201000,1547000,1414000
2693,42000000,39535000,2465000,high_spender,0,6552000,9685000,8187000,7237000,6196000,1635000,43000
2694,34000000,14556000,19444000,savings_oriented,1,385000,1376000,3329000,1263000,3282000,3049000,1872000
2695,25000000,20180000,4820000,high_spender,1,120000,3136000,3371000,5267000,4313000,1568000,2405000
2696,8000000,6007000,1993000,high_spender,1,422000,698000,1302000,1024000,756000,1291000,514000
2697,10000000,8435000,1565000,high_spender,1,3315000,1229000,1448000,26000,1347000,233000,837000
2698,15000000,4936000,10064000,savings_oriented,1,1545000,456000,1104000,477000,342000,995000,17000
2699,31000000,21777000,9223000,high_spender,0,2650000,5453000,3271000,1554000,455000,4166000,4228000
2700,15000000,12258000,2742000,high_spender,1,2872000,115000,1497000,3358000,2364000,1303000,749000
2701,29000000,10378000,18622000,savings_oriented,1,150000,1779000,758000,3253000,3075000,1363000,0
2702,16000000,9842000,6158000,balanced,1,1603000,1451000,316000,368000,2484000,2479000,1141000
2703,19000000,10534000,8466000,balanced,1,1155000,1776000,2009000,958000,1780000,1193000,1663000
2704,17000000,9260000,7740000,balanced,0,1471000,497000,1654000,1799000,1589000,332000,1918000
2705,23000000,20785000,2215000,high_spender,1,4375000,2038000,1839000,3785000,4303000,1226000,3219000
2706,24000000,17865000,6135000,high_spender,0,945000,301000,3604000,5618000,284000,650000,6463000
2707,26000000,13919000,12081000,balanced,1,4206000,559000,1018000,3715000,2981000,220000,1220000
2708,10000000,4725000,5275000,savings_oriented,0,609000,866000,613000,889000,588000,537000,623000
2709,37000000,21791000,15209000,balanced,1,1378000,5723000,5401000,6181000,1322000,498000,1288000
2710,6000000,2544000,3456000,savings_oriented,0,318000,472000,345000,404000,311000,216000,478000
2711,11000000,5816000,5184000,balanced,1,27000,482000,606000,1945000,293000,1099000,1364000
2712,11000000,6709000,4291000,balanced,0,227000,723000,518000,917000,233000,1353000,2738000
2713,36000000,28616000,7384000,high_spender,1,2427000,6017000,6649000,6756000,1573000,2408000,2786000
2714,27000000,11463000,15537000,savings_oriented,1,2337000,246000,1463000,1701000,2565000,1468000,1683000
2715,22000000,7537000,14463000,savings_oriented,1,1114000,1317000,1585000,1345000,789000,716000,671000
2716,7000000,3809000,3191000,balanced,0,756000,301000,385000,457000,646000,468000,796000
2717,15000000,10675000,4325000,high_spender,0,1279000,1293000,2230000,1927000,570000,2638000,738000
2718,29000000,11923000,17077000,savings_oriented,1,901000,1388000,1628000,2767000,446000,2287000,2506000
2719,14000000,7945000,6055000,balanced,0,1205000,56000,1139000,1227000,1929000,1426000,963000
2720,16000000,14282000,1718000,high_spender,1,461000,993000,3143000,3476000,1776000,1019000,3414000
2721,43000000,22933000,20067000,balanced,0,7285000,4041000,2399000,109000,800000,4183000,4116000
2722,26000000,10246000,15754000,savings_oriented,0,1169000,2011000,1221000,851000,3540000,305000,1149000
2723,13000000,6964000,6036000,balanced,1,1785000,516000,1546000,47000,826000,2078000,166000
2724,50000000,37838000,12162000,high_spender,1,5217000,4559000,4783000,4931000,3634000,5695000,9019000
2725,48000000,17223000,30777000,savings_oriented,1,1005000,2484000,3415000,4321000,2513000,689000,2796000
2726,50000000,42844000,7156000,high_spender,1,7273000,1583000,9067000,11353000,872000,1670000,11026000
2727,25000000,17637000,7363000,high_spender,1,2677000,2951000,1267000,3977000,1675000,1378000,3712000
2728,23000000,13270000,9730000,balanced,0,2832000,23000,1990000,2466000,2411000,3279000,269000
2729,19000000,11134000,7866000,balanced,0,2434000,49000,1052000,2148000,725000,2215000,2511000
2730,49000000,19481000,29519000,savings_oriented,0,4543000,2519000,4045000,1760000,1474000,1431000,3709000
2731,48000000,34473000,13527000,high_spender,0,8691000,4416000,5226000,8883000,4272000,2283000,702000
2732,34000000,30947000,3053000,high_spender,0,1622000,2894000,7120000,3298000,7469000,5424000,3120000
2733,8000000,6966000,1034000,high_spender,0,7000,1907000,1498000,837000,1915000,22000,780000
2734,25000000,23272000,1728000,high_spender,0,4228000,2134000,5516000,1780000,5600000,1767000,2247000
2735,32000000,13675000,18325000,savings_oriented,1,2268000,1587000,1239000,2469000,1870000,2039000,2203000
2736,42000000,18501000,23499000,savings_oriented,1,2409000,1996000,1826000,1886000,5268000,3685000,1431000
2737,29000000,18026000,10974000,balanced,0,3799000,418000,3308000,3424000,3344000,2559000,1174000
2738,42000000,14620000,27380000,savings_oriented,0,660000,865000,651000,1159000,3260000,4408000,3617000
2739,33000000,16251000,16749000,savings_oriented,1,2877000,1776000,2445000,2931000,479000,5577000,166000
2740,30000000,24316000,5684000,high_spender,0,1556000,3420000,5026000,395000,6365000,6061000,1493000
2741,11000000,4740000,6260000,savings_oriented,1,355000,579000,440000,1004000,94000,1263000,1005000
2742,42000000,40508000,1492000,high_spender,0,6194000,5171000,7133000,6986000,6194000,4749000,4081000
2743,41000000,25393000,15607000,balanced,0,4510000,1767000,4616000,3893000,3209000,4416000,2982000
2744,25000000,19285000,5715000,high_spender,0,2899000,1481000,4304000,3739000,1392000,2971000,2499000
2745,44000000,29874000,14126000,balanced,0,4220000,6386000,7127000,5902000,696000,1406000,4137000
2746,18000000,17214000,786000,high_spender,1,2874000,2044000,3124000,4102000,2060000,2010000,1000000
2747,40000000,36252000,3748000,high_spender,1,5708000,7562000,2687000,4264000,3855000,4898000,7278000
2748,49000000,21326000,27674000,savings_oriented,0,2945000,835000,2342000,2987000,6258000,2759000,3200000
2749,28000000,13179000,14821000,savings_oriented,1,2822000,1099000,1106000,2058000,2389000,2755000,950000
2750,36000000,23251000,12749000,balanced,1,936000,5792000,2543000,4521000,1871000,3251000,4337000
2751,17000000,6323000,10677000,savings_oriented,0,526000,1236000,131000,684000,1504000,1354000,888000
2752,37000000,19673000,17327000,balanced,0,2399000,1875000,2961000,517000,3823000,5150000,2948000
2753,15000000,5524000,9476000,savings_oriented,1,289000,481000,1099000,940000,1037000,1000000,678000
2754,25000000,21808000,3192000,high_spender,1,3346000,4203000,5026000,2977000,1936000,1702000,2618000
2755,24000000,11723000,12277000,savings_oriented,0,671000,296000,3724000,1170000,3164000,474000,2224000
2756,35000000,27274000,7726000,high_spender,0,2991000,2812000,6134000,6143000,221000,6110000,2863000
2757,50000000,31527000,18473000,balanced,1,8226000,3306000,3875000,4132000,1906000,9904000,178000
2758,47000000,23850000,23150000,balanced,1,4272000,4878000,3022000,4185000,1035000,4313000,2145000
2759,14000000,11904000,2096000,high_spender,1,1502000,2454000,2112000,763000,919000,1814000,2340000
2760,24000000,16237000,7763000,balanced,0,588000,3255000,4626000,86000,2575000,2020000,3087000
2761,46000000,20250000,25750000,savings_oriented,0,4117000,293000,3521000,3346000,497000,4801000,3675000
2762,36000000,23187000,12813000,balanced,1,2634000,474000,6735000,6574000,1125000,709000,4936000
2763,31000000,24949000,6051000,high_spender,0,1366000,5690000,4948000,1462000,5568000,2212000,3703000
2764,38000000,20059000,17941000,balanced,0,1556000,1424000,3873000,1484000,2884000,2742000,6096000
2765,46000000,21637000,24363000,savings_oriented,1,5230000,5921000,1498000,2504000,171000,406000,5907000
2766,40000000,31658000,8342000,high_spender,0,1578000,7939000,3612000,7762000,4085000,5981000,701000
2767,14000000,8134000,5866000,balanced,0,645000,101000,376000,1276000,2829000,2677000,230000
2768,33000000,26757000,6243000,high_spender,1,4277000,3910000,4334000,2734000,5582000,3154000,2766000
2769,23000000,21134000,1866000,high_spender,1,3999000,4317000,3898000,3474000,2593000,2814000,39000
2770,45000000,22802000,22198000,balanced,0,5643000,6832000,2230000,989000,3029000,1721000,2358000
2771,12000000,7655000,4345000,balanced,0,257000,1758000,1667000,1457000,1019000,520000,977000
2772,44000000,40083000,3917000,high_spender,0,6802000,686000,5646000,5396000,4216000,7840000,9497000
2773,35000000,11169000,23831000,savings_oriented,1,347000,2032000,2809000,2185000,926000,269000,2601000
2774,27000000,16302000,10698000,balanced,1,4106000,1652000,619000,4074000,1137000,3867000,847000
2775,25000000,22530000,2470000,high_spender,0,3114000,4555000,1167000,3607000,1015000,5016000,4056000
2776,38000000,37983000,17000,high_spender,1,9183000,2598000,669000,9310000,5153000,10434000,636000
2777,39000000,22640000,16360000,balanced,0,5229000,5191000,1701000,5209000,2930000,2147000,233000
2778,47000000,41176000,5824000,high_spender,0,4866000,2061000,5001000,9647000,1138000,11856000,6607000
2779,28000000,18810000,9190000,balanced,0,4202000,675000,3062000,3935000,637000,2331000,3968000
2780,39000000,27709000,11291000,high_spender,0,4340000,3428000,5671000,2296000,711000,5963000,5300000
2781,12000000,4764000,7236000,savings_oriented,1,1056000,986000,503000,1150000,703000,87000,279000
2782,44000000,15973000,28027000,savings_oriented,1,2459000,552000,2096000,811000,1078000,2773000,6204000
2783,21000000,13851000,7149000,balanced,0,1882000,3181000,3564000,3132000,539000,1498000,55000
2784,29000000,9384000,19616000,savings_oriented,1,2237000,1144000,739000,602000,3283000,514000,865000
2785,50000000,23438000,26562000,savings_oriented,0,3840000,3333000,5285000,2460000,2159000,2910000,3451000
2786,8000000,4213000,3787000,balanced,0,553000,370000,205000,2169000,104000,492000,320000
2787,22000000,9211000,12789000,savings_oriented,0,1047000,368000,593000,1898000,1920000,1739000,1646000
2788,44000000,42372000,1628000,high_spender,1,3726000,7443000,6569000,12542000,9713000,551000,1828000
2789,42000000,18689000,23311000,savings_oriented,1,2423000,2016000,3357000,3050000,2335000,2711000,2797000
2790,32000000,24576000,7424000,high_spender,1,5052000,1850000,3610000,4023000,5590000,2295000,2156000
2791,10000000,3147000,6853000,savings_oriented,1,1037000,28000,190000,596000,115000,566000,615000
2792,44000000,24267000,19733000,balanced,0,5149000,4577000,2510000,4822000,3362000,7000,3840000
2793,40000000,33760000,6240000,high_spender,0,396000,11112000,27000,8690000,4467000,3208000,5860000
2794,42000000,37766000,4234000,high_spender,1,3727000,7397000,5379000,7085000,8259000,4597000,1322000
2795,6000000,2227000,3773000,savings_oriented,1,312000,129000,628000,116000,221000,437000,384000
2796,8000000,4728000,3272000,balanced,0,382000,1412000,162000,620000,940000,556000,656000
2797,30000000,24624000,5376000,high_spender,0,3130000,3981000,5382000,3783000,1634000,1992000,4722000
2798,31000000,9798000,21202000,savings_oriented,1,2034000,1010000,2138000,1893000,422000,1694000,607000
2799,39000000,38526000,474000,high_spender,1,1200000,11567000,1130000,2515000,16072000,5833000,209000
2800,45000000,33650000,11350000,high_spender,0,9896000,2041000,421000,2721000,9707000,7889000,975000
2801,12000000,9645000,2355000,high_spender,0,1981000,292000,1097000,920000,2549000,2689000,117000
2802,13000000,10502000,2498000,high_spender,1,1390000,791000,1191000,1759000,1769000,1700000,1902000
2803,22000000,11070000,10930000,balanced,1,1136000,675000,2271000,1500000,1105000,3005000,1378000
2804,33000000,24620000,8380000,high_spender,0,3467000,2822000,5205000,7737000,399000,4089000,901000
2805,45000000,13929000,31071000,savings_oriented,1,2235000,2987000,3989000,517000,2806000,56000,1339000
2806,38000000,31562000,6438000,high_spender,0,7310000,3185000,2071000,5418000,6281000,1904000,5393000
2807,23000000,10232000,12768000,savings_oriented,1,902000,2069000,188000,1872000,2848000,781000,1572000
2808,18000000,9462000,8538000,balanced,1,849000,237000,1958000,2451000,691000,2228000,1048000
2809,41000000,30637000,10363000,high_spender,0,4845000,5319000,3529000,1609000,5253000,9903000,179000
2810,9000000,3940000,5060000,savings_oriented,0,630000,763000,740000,489000,386000,310000,622000
2811,39000000,34762000,4238000,high_spender,1,3339000,7332000,4636000,3811000,2345000,6118000,7181000
2812,26000000,23625000,2375000,high_spender,0,148000,5251000,4354000,6075000,1314000,2193000,4290000
2813,33000000,12662000,20338000,savings_oriented,1,1983000,8000,3522000,222000,422000,3406000,3099000
2814,48000000,26512000,21488000,balanced,1,2571000,583000,4014000,1957000,3822000,6171000,7394000
2815,37000000,34626000,2374000,high_spender,0,574000,7858000,3782000,7700000,1769000,6645000,6298000
2816,27000000,23138000,3862000,high_spender,0,2000000,5244000,3318000,2556000,2776000,1626000,5618000
2817,22000000,18818000,3182000,high_spender,0,821000,4140000,1796000,2262000,2539000,4820000,2440000
2818,36000000,33157000,2843000,high_spender,0,367000,10705000,10899000,1395000,4074000,5009000,708000
2819,5000000,4004000,996000,high_spender,0,548000,1186000,253000,359000,246000,1220000,192000
2820,10000000,9915000,85000,high_spender,0,1818000,666000,951000,2167000,929000,1785000,1599000
2821,17000000,12967000,4033000,high_spender,1,1253000,707000,1856000,2940000,312000,3158000,2741000
2822,39000000,31696000,7304000,high_spender,0,834000,6577000,3640000,6983000,1306000,7838000,4518000
2823,42000000,33739000,8261000,high_spender,0,6649000,6857000,529000,6273000,2372000,6477000,4582000
2824,41000000,14140000,26860000,savings_oriented,1,2625000,1041000,1778000,3154000,513000,1683000,3346000
2825,10000000,5944000,4056000,balanced,0,857000,826000,258000,931000,708000,1201000,1163000
2826,25000000,23913000,1087000,high_spender,1,8491000,6386000,1498000,1123000,2210000,78000,4127000
2827,35000000,26236000,8764000,high_spender,1,1249000,7486000,1454000,618000,1868000,8455000,5106000
2828,42000000,34574000,7426000,high_spender,0,5135000,3680000,7011000,6350000,6521000,3332000,2545000
2829,22000000,18662000,3338000,high_spender,0,3074000,3911000,4116000,2571000,1701000,1924000,1365000
2830,27000000,22738000,4262000,high_spender,0,630000,1199000,2375000,458000,8638000,8172000,1266000
